Countrycode,Namespace,AirQualityNetwork,AirQualityStation,AirQualityStationNatCode,AirQualityStationEoICode,AirQualityStationArea,SamplingPoint,SamplingProcess,Sample,BuildingDistance,EquivalenceDemonstrated,InletHeight,KerbDistance,MeasurementEquipment,MeasurementType,MeasurementMethod,AirPollutantCode,AirPollutant,AirQualityStationType,Projection,Longitude,Latitude,Altitude
NL,NL.RIVM.AQ,NET-NL010A,STA-NL00934,934,NL00934,rural,SPO-NL00934_05419_100,SPP-NL_N_GC-MS_leckelSEQ47-50,SPO_F-NL00934_05419_100_100,-999,,3,-999,,active,,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5419,Dibenzo(ah)anthracene in PM10,background,EPSG:4979,6.27750874,53.331665039486005,1
NL,NL.RIVM.AQ,NET-NL010A,STA-NL00934,934,NL00934,rural,SPO-NL00934_05610_100,SPP-NL_N_GC-MS_leckelSEQ47-50,SPO_F-NL00934_05610_100_100,-999,,3,-999,,active,,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5610,Benzo(a)anthracene in PM10,background,EPSG:4979,6.27750874,53.331665039486005,1
NL,NL.RIVM.AQ,NET-NL010A,STA-NL00934,934,NL00934,rural,SPO-NL00934_05655_100,SPP-NL_N_GC-MS_leckelSEQ47-50,SPO_F-NL00934_05655_100_100,-999,,3,-999,,active,,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5655,"Indeno-(1,2,3-cd)pyrene in PM",background,EPSG:4979,6.27750874,53.331665039486005,1
NL,NL.RIVM.AQ,NET-NL010A,STA-NL00934,934,NL00934,rural,SPO-NL00934_06001_100,SPP-NL_N_gravi_derenda,SPO_F-NL00934_06001_100_100,-999,,3,-999,,active,,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,PM2.5,background,EPSG:4979,6.27750874,53.331665039486005,1
NL,NL.RIVM.AQ,NET-NL010A,STA-NL00937,937,NL00937,urban,SPO-NL00937_00005_100,SPP-NL_A_BETA_andersenFH62IR,SPO_F-NL00937_00005_100_101,-999,,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/andersenFH62IR,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/BETA,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,PM10,traffic,EPSG:4979,6.57889986,53.21805572948541,2
NL,NL.RIVM.AQ,NET-NL010A,STA-NL00937,937,NL00937,urban,SPO-NL00937_00008_100,SPP-NL_A_chemi_API200E,SPO_F-NL00937_00008_100_101,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8,NO2,traffic,EPSG:4979,6.57889986,53.21805572948541,2
NL,NL.RIVM.AQ,NET-NL010A,STA-NL00937,937,NL00937,urban,SPO-NL00937_00009_100,SPP-NL_A_chemi_API200E,SPO_F-NL00937_00009_100_101,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9,NOX as NO2,traffic,EPSG:4979,6.57889986,53.21805572948541,2
NL,NL.RIVM.AQ,NET-NL010A,STA-NL00937,937,NL00937,urban,SPO-NL00937_00038_100,SPP-NL_A_chemi_API200E,SPO_F-NL00937_00038_100_101,-999,,4,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38,NO,traffic,EPSG:4979,6.57889986,53.21805572948541,2
NL,NL.RIVM.AQ,NET-NL010A,STA-NL00937,937,NL00937,urban,SPO-NL00937_06001_100,SPP-NL_N_gravi_derenda,SPO_F-NL00937_06001_100_100,-999,,3,-999,,active,,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,PM2.5,traffic,EPSG:4979,6.57889986,53.21805572948541,2
NL,NL.RIVM.AQ,NET-NL010A,STA-NL00938,938,NL00938,suburban,SPO-NL00938_00007_100,SPP-NL_A_UV-P_thermo49i,SPO_F-NL00938_00007_100_101,-999,,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/thermo49i,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-P,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7,O3,background,EPSG:4979,6.60889721,53.24694442948556,-1
NL,NL.RIVM.AQ,NET-NL010A,STA-NL00938,938,NL00938,suburban,SPO-NL00938_00008_100,SPP-NL_A_chemi_API200E,SPO_F-NL00938_00008_100_101,-999,,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8,NO2,background,EPSG:4979,6.60889721,53.24694442948556,-1
NL,NL.RIVM.AQ,NET-NL010A,STA-NL00938,938,NL00938,suburban,SPO-NL00938_00009_100,SPP-NL_A_chemi_API200E,SPO_F-NL00938_00009_100_101,-999,,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9,NOX as NO2,background,EPSG:4979,6.60889721,53.24694442948556,-1
NL,NL.RIVM.AQ,NET-NL010A,STA-NL00938,938,NL00938,suburban,SPO-NL00938_00038_100,SPP-NL_A_chemi_API200E,SPO_F-NL00938_00038_100_101,-999,,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38,NO,background,EPSG:4979,6.60889721,53.24694442948556,-1
NL,NL.RIVM.AQ,NET-NL010A,STA-NL00938,938,NL00938,suburban,SPO-NL00938_00391_100,SPP-NL_A_MAAP_thermo5012,SPO_F-NL00938_00391_100_100,-999,,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/other,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/other,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/391,Black Carbon,background,EPSG:4979,6.60889721,53.24694442948556,-1
NL,NL.RIVM.AQ,NET-NL010A,STA-NL00938,938,NL00938,suburban,SPO-NL00938_06001_100,SPP-NL_N_gravi_derenda,SPO_F-NL00938_06001_100_101,-999,,3,-999,,active,,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,PM2.5,background,EPSG:4979,6.60889721,53.24694442948556,-1
NO,NO.NILU.AQD,NET_NO002R,STA_NO0002R,812,NO0002R,rural-regional,SPO_NO0002R_1_1569,SPP_NO0002R_1_1569,SAM_NO0002R_1_1569,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-FL,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1,SO2,background,EPSG:4979,8.251900000000001,58.38845999952113,200
NO,NO.NILU.AQD,NET_NO002R,STA_NO0002R,812,NO0002R,rural-regional,SPO_NO0002R_5014_1601,SPP_NO0002R_5014_1601,SAM_NO0002R_5014_1601,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,remote,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/other,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5014,Cd in PM10,background,EPSG:4979,8.251900000000001,58.38845999952113,200
NO,NO.NILU.AQD,NET_NO002R,STA_NO0002R,812,NO0002R,rural-regional,SPO_NO0002R_5015_1602,SPP_NO0002R_5015_1602,SAM_NO0002R_5015_1602,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,remote,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/other,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5015,Ni in PM10,background,EPSG:4979,8.251900000000001,58.38845999952113,200
NO,NO.NILU.AQD,NET_NO002R,STA_NO0002R,812,NO0002R,rural-regional,SPO_NO0002R_5018_1598,SPP_NO0002R_5018_1598,SAM_NO0002R_5018_1598,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,remote,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/other,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5018,As in PM10,background,EPSG:4979,8.251900000000001,58.38845999952113,200
NO,NO.NILU.AQD,NET_NO002R,STA_NO0002R,812,NO0002R,rural-regional,SPO_NO0002R_5129_1599,SPP_NO0002R_5129_1599,SAM_NO0002R_5129_1599,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,remote,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/other,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5129,BaP in PM10,background,EPSG:4979,8.251900000000001,58.38845999952113,200
NO,NO.NILU.AQD,NET_NO002R,STA_NO0002R,812,NO0002R,rural-regional,SPO_NO0002R_5_1572,SPP_NO0002R_5_1572,SAM_NO0002R_5_1572,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/TEOM,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,PM10,background,EPSG:4979,8.251900000000001,58.38845999952113,200
NO,NO.NILU.AQD,NET_NO002R,STA_NO0002R,812,NO0002R,rural-regional,SPO_NO0002R_6001_1573,SPP_NO0002R_6001_1573,SAM_NO0002R_6001_1573,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/TEOM,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,PM2.5,background,EPSG:4979,8.251900000000001,58.38845999952113,200
NO,NO.NILU.AQD,NET_NO002R,STA_NO0002R,812,NO0002R,rural-regional,SPO_NO0002R_7_1214,SPP_NO0002R_7_1214,SAM_NO0002R_7_1214,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API400E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-P,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7,O3,background,EPSG:4979,8.251900000000001,58.38845999952113,200
NO,NO.NILU.AQD,NET_NO002R,STA_NO0002R,812,NO0002R,rural-regional,SPO_NO0002R_8_1568,SPP_NO0002R_8_1568,SAM_NO0002R_8_1568,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8,NO2,background,EPSG:4979,8.251900000000001,58.38845999952113,200
NO,NO.NILU.AQD,NET_NO003A,STA_NO0011A,9,NO0011A,urban,SPO_NO0011A_10_24,SPP_NO0011A_10_24,SAM_NO0011A_10_24,-9900,yes,3,-9900,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/NDIR,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,CO,traffic,EPSG:4979,10.724470000000002,59.93232999953489,61
NO,NO.NILU.AQD,NET_NO003A,STA_NO0011A,9,NO0011A,urban,SPO_NO0011A_20_1580,SPP_NO0011A_20_1580,SAM_NO0011A_20_1580,-9900,yes,3,-9900,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,remote,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/other,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20,C6H6,traffic,EPSG:4979,10.724470000000002,59.93232999953489,61
NO,NO.NILU.AQD,NET_NO003A,STA_NO0011A,9,NO0011A,urban,SPO_NO0011A_38_20,SPP_NO0011A_38_20,SAM_NO0011A_38_20,-9900,yes,3,-9900,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/serinus40,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38,NO,traffic,EPSG:4979,10.724470000000002,59.93232999953489,61
NO,NO.NILU.AQD,NET_NO003A,STA_NO0011A,9,NO0011A,urban,SPO_NO0011A_5_19,SPP_NO0011A_5_19,SAM_NO0011A_5_19,-9900,yes,3,-9900,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1405DF-FDMS,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/TEOM,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,PM10,traffic,EPSG:4979,10.724470000000002,59.93232999953489,61
NO,NO.NILU.AQD,NET_NO003A,STA_NO0011A,9,NO0011A,urban,SPO_NO0011A_6001_23,SPP_NO0011A_6001_23,SAM_NO0011A_6001_23,-9900,yes,3,-9900,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1405DF-FDMS,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/TEOM,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,PM2.5,traffic,EPSG:4979,10.724470000000002,59.93232999953489,61
NO,NO.NILU.AQD,NET_NO003A,STA_NO0011A,9,NO0011A,urban,SPO_NO0011A_8_21,SPP_NO0011A_8_21,SAM_NO0011A_8_21,-9900,yes,3,-9900,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/serinus40,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8,NO2,traffic,EPSG:4979,10.724470000000002,59.93232999953489,61
NO,NO.NILU.AQD,NET_NO003A,STA_NO0011A,9,NO0011A,urban,SPO_NO0011A_9_22,SPP_NO0011A_9_22,SAM_NO0011A_9_22,-9900,yes,3,-9900,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/serinus40,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9,NOX as NO2,traffic,EPSG:4979,10.724470000000002,59.93232999953489,61
NO,NO.NILU.AQD,NET_NO004A,STA_NO0015A,5,NO0015A,urban,SPO_NO0015A_38_2,SPP_NO0015A_38_2,SAM_NO0015A_38_2,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38,NO,background,EPSG:4979,5.32805,60.392129999539264,5
NO,NO.NILU.AQD,NET_NO004A,STA_NO0015A,5,NO0015A,urban,SPO_NO0015A_5029_1592,SPP_NO0015A_5029_1592,SAM_NO0015A_5029_1592,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,remote,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/other,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5029,BaP in PM10,background,EPSG:4979,5.32805,60.392129999539264,5
NO,NO.NILU.AQD,NET_NO004A,STA_NO0015A,5,NO0015A,urban,SPO_NO0015A_5_5,SPP_NO0015A_5_5,SAM_NO0015A_5_5,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/TEOM,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,PM10,background,EPSG:4979,5.32805,60.392129999539264,5
NO,NO.NILU.AQD,NET_NO004A,STA_NO0015A,5,NO0015A,urban,SPO_NO0015A_6001_7,SPP_NO0015A_6001_7,SAM_NO0015A_6001_7,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/TEOM1400,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/TEOM,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,PM2.5,background,EPSG:4979,5.32805,60.392129999539264,5
NO,NO.NILU.AQD,NET_NO004A,STA_NO0015A,5,NO0015A,urban,SPO_NO0015A_7_492,SPP_NO0015A_7_492,SAM_NO0015A_7_492,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API400E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-P,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7,O3,background,EPSG:4979,5.32805,60.392129999539264,5
NO,NO.NILU.AQD,NET_NO004A,STA_NO0015A,5,NO0015A,urban,SPO_NO0015A_8_3,SPP_NO0015A_8_3,SAM_NO0015A_8_3,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8,NO2,background,EPSG:4979,5.32805,60.392129999539264,5
NO,NO.NILU.AQD,NET_NO004A,STA_NO0015A,5,NO0015A,urban,SPO_NO0015A_9_4,SPP_NO0015A_9_4,SAM_NO0015A_9_4,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API200,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/chemi,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9,NOX as NO2,background,EPSG:4979,5.32805,60.392129999539264,5
NO,NO.NILU.AQD,NET_NO002R,STA_NO0015R,428,NO0015R,rural-regional,SPO_NO0015R_1_1550,SPP_NO0015R_1_1550,SAM_NO0015R_1_1550,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,remote,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/other,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1,SO2,background,EPSG:4979,13.90655,65.8308899995992,440
NO,NO.NILU.AQD,NET_NO002R,STA_NO0015R,428,NO0015R,rural-regional,SPO_NO0015R_7_698,SPP_NO0015R_7_698,SAM_NO0015R_7_698,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API400E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-P,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7,O3,background,EPSG:4979,13.90655,65.8308899995992,440
NO,NO.NILU.AQD,NET_NO002R,STA_NO0015R,428,NO0015R,rural-regional,SPO_NO0015R_8_1549,SPP_NO0015R_8_1549,SAM_NO0015R_8_1549,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,remote,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/other,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8,NO2,background,EPSG:4979,13.90655,65.8308899995992,440
NO,NO.NILU.AQD,NET_NO005A,STA_NO0016A,325,NO0016A,urban,SPO_NO0016A_5029_1576,SPP_NO0016A_5029_1576,SAM_NO0016A_5029_1576,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,remote,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/other,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5029,BaP in PM10,background,EPSG:4979,10.205949999999998,59.74332999953313,17
NO,NO.NILU.AQD,NET_NO002R,STA_NO0039R,425,NO0039R,rural-regional,SPO_NO0039R_1_1543,SPP_NO0039R_1_1543,SAM_NO0039R_1_1543,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,remote,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/other,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1,SO2,background,EPSG:4979,8.87658,62.7824599995638,210
NO,NO.NILU.AQD,NET_NO002R,STA_NO0039R,425,NO0039R,rural-regional,SPO_NO0039R_5_1546,SPP_NO0039R_5_1546,SAM_NO0039R_5_1546,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,remote,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/other,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,PM10,background,EPSG:4979,8.87658,62.7824599995638,210
NO,NO.NILU.AQD,NET_NO002R,STA_NO0039R,425,NO0039R,rural-regional,SPO_NO0039R_6001_1547,SPP_NO0039R_6001_1547,SAM_NO0039R_6001_1547,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,remote,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/other,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,PM2.5,background,EPSG:4979,8.87658,62.7824599995638,210
NO,NO.NILU.AQD,NET_NO002R,STA_NO0039R,425,NO0039R,rural-regional,SPO_NO0039R_7_695,SPP_NO0039R_7_695,SAM_NO0039R_7_695,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API400E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-P,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7,O3,background,EPSG:4979,8.87658,62.7824599995638,210
NO,NO.NILU.AQD,NET_NO002R,STA_NO0039R,425,NO0039R,rural-regional,SPO_NO0039R_8_1542,SPP_NO0039R_8_1542,SAM_NO0039R_8_1542,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,remote,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/other,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8,NO2,background,EPSG:4979,8.87658,62.7824599995638,210
NO,NO.NILU.AQD,NET_NO002R,STA_NO0042R,427,NO0042R,rural-remote,SPO_NO0042R_14_1630,SPP_NO0042R_14_1630,SAM_NO0042R_14_1630,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,remote,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/other,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/14,Cd,background,EPSG:4979,11.888990000000002,78.9066899997976,290
NO,NO.NILU.AQD,NET_NO002R,STA_NO0042R,427,NO0042R,rural-remote,SPO_NO0042R_15_1631,SPP_NO0042R_15_1631,SAM_NO0042R_15_1631,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,remote,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/other,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/15,Ni,background,EPSG:4979,11.888990000000002,78.9066899997976,290
NO,NO.NILU.AQD,NET_NO002R,STA_NO0042R,427,NO0042R,rural-remote,SPO_NO0042R_18_1628,SPP_NO0042R_18_1628,SAM_NO0042R_18_1628,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,remote,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/other,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/18,As,background,EPSG:4979,11.888990000000002,78.9066899997976,290
NO,NO.NILU.AQD,NET_NO002R,STA_NO0042R,427,NO0042R,rural-remote,SPO_NO0042R_1_1556,SPP_NO0042R_1_1556,SAM_NO0042R_1_1556,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,remote,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/other,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1,SO2,background,EPSG:4979,11.888990000000002,78.9066899997976,290
NO,NO.NILU.AQD,NET_NO002R,STA_NO0042R,427,NO0042R,rural-remote,SPO_NO0042R_6015_1629,SPP_NO0042R_6015_1629,SAM_NO0042R_6015_1629,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,remote,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/other,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6015,BaP,background,EPSG:4979,11.888990000000002,78.9066899997976,290
NO,NO.NILU.AQD,NET_NO002R,STA_NO0042R,427,NO0042R,rural-remote,SPO_NO0042R_7_697,SPP_NO0042R_7_697,SAM_NO0042R_7_697,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API400E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-P,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7,O3,background,EPSG:4979,11.888990000000002,78.9066899997976,290
NO,NO.NILU.AQD,NET_NO002R,STA_NO0043R,426,NO0043R,rural-regional,SPO_NO0043R_7_696,SPP_NO0043R_7_696,SAM_NO0043R_7_696,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API400E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-P,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7,O3,background,EPSG:4979,11.527690000000002,58.9967699995264,180
NO,NO.NILU.AQD,NET_NO002R,STA_NO0047R,404,NO0047R,rural-regional,SPO_NO0047R_1_673,SPP_NO0047R_1_673,SAM_NO0047R_1_673,-9900,yes,2.9,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API100,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-FL,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1,SO2,industrial,EPSG:4979,30.040750000000003,69.45504999964761,26
NO,NO.NILU.AQD,NET_NO002R,STA_NO0047R,404,NO0047R,rural-regional,SPO_NO0047R_5014_1626,SPP_NO0047R_5014_1626,SAM_NO0047R_5014_1626,-9900,yes,3.2,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,remote,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/other,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5014,Cd in PM10,industrial,EPSG:4979,30.040750000000003,69.45504999964761,26
NO,NO.NILU.AQD,NET_NO002R,STA_NO0047R,404,NO0047R,rural-regional,SPO_NO0047R_5015_1627,SPP_NO0047R_5015_1627,SAM_NO0047R_5015_1627,-9900,yes,3.2,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,remote,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/other,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5015,Ni in PM10,industrial,EPSG:4979,30.040750000000003,69.45504999964761,26
NO,NO.NILU.AQD,NET_NO002R,STA_NO0047R,404,NO0047R,rural-regional,SPO_NO0047R_5018_1625,SPP_NO0047R_5018_1625,SAM_NO0047R_5018_1625,-9900,yes,3.2,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/unknown,remote,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/other,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5018,As in PM10,industrial,EPSG:4979,30.040750000000003,69.45504999964761,26
NO,NO.NILU.AQD,NET_NO002R,STA_NO0052R,429,NO0052R,rural-regional,SPO_NO0052R_7_699,SPP_NO0052R_7_699,SAM_NO0052R_7_699,-9900,yes,3,-999,http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/API400E,automatic,http://dd.eionet.europa.eu/vocabulary/aq/measurementmethod/UV-P,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7,O3,background,EPSG:4979,5.201480000000002,59.197219999528194,30
